Product Name,final_text
Learning Analytics Platform,learning analytics corporate training development watershed connects disparate system collect realtime analyzes information easytouse dashboardsenabling track measure everything learner competency overall impact learning development program
IHS Markit Managed Services,mobile consumer connected device market research analysis understand broad arena mobile consumer connected device provides analysis mobile device supply chain component costing trend mobile device teardown illuminating bill material cost complexity build device ihsmarkit also provides financial analysis device supplier including u global market share
Reconnet,software automates daily monthly periodic reconciliation account balancing process powerful matching algorithm electronically matching automatically reconciling account highvolume transaction matching software automates daily monthly periodic reconciliation reducing associated cost risk
Cadency,enterprise class record record saas allows company shorten record record cycle promote faster close reduce error save time reduce risk rr process system control combine financial close activity single seamless
Unclaimed Property Compliance System (UPCS),upcs unclaimed property compliance system automates escheatment process process identifying customer bank account considered abandoned automating every step escheatment process start finish put day tracking regulation filing due diligence paperwork behind save time improve workflow keep customer secure upcs
Contract Lifecycle Management (CLM),apttus contract lifecycle management clm end era manual disjointed contract process enables deliver higherquality customer experience automation increased visibility apttus intelligent workflow approval iwa enables user set approval pricing discounting promotion contract term agreement clause conga company
Mindtouch,robust capable handling large amount content across organization blended linked together playing nice existing mix technologythats mindtouch single source truth extend knowledge channel customer agent use mindtouch acquired nice
Cloud Site Factory,acquia site factory license facilitate web site visp requires marketing external facing purpose build run optimize site digital experience made drupal
Bizagi Automation,design develops enterprise software process management bpm
Marketplace eCommerce,enterprise supporting multiple vendor broadleafs marketplace provides fully customizable ecosystem designed manage merchant interaction easily sell item multiple vendorsmerchants granted access vendor portal manage catalog order status ship notification designed support independently managed store plus feature broadleafs leading digital experience
Case Management,easily manages operation case record evidence providing convenient feature like dashboard link analysis ability work securely location intelligent form never fill duplicate information goal always make job easier world safer place
HR Case Management & Employee Relations,employee relation investigation case management equips organization builtin expertise assist tracking investigating analyzing employee issue
Balanceaap,webbased application allows company create monitor manage complete ofccp office federal contract compliance program compliant plan right web including affirmative action plan aap office federal contract compliance program part u department labor ofccp responsible ensuring employer federal government comply law regulation requiring nondiscrimination
Financial Reporting Solution,deliver robust financial report filled dynamic chart table source linked multiple enterprise system spreadsheet enables unify prepare query contextual tagging filter
Skilljar,skilljar leading purposebuilt training external education enterprisegrade give tool need onboard engage retain customer scale internal employee customer training
Lessonly Coaching,build share track unlimited lesson quizzing survey insight reporting client experience manager learning library advanced lesson collaboration ask expert user management smart group user role permission single sign automation custom branding lessonly acquired seismic
Content Management System (CMS),magnolia cm javabased content management system us jcr repository store retrieve search respect magnolia similar adobe experience manager hippo cm jahia also use jcr comprehensive content management building website mobile apps form easy manage marketing content asset
Teammate Audit,comprehensive audit management system help auditor audit department leadership manage aspect audit process consolidates report issue risk management action
Fusion,capture use behavioral signal surface result increasingly relevant customer employee intent lucidworks fusion let customer easily deploy aipowered discovery search application modern containerized cloudnative architecture scientist interact application leveraging existing machine learning model workflow quickly create deploy new model using popular tool like python ml tensorflow scikitlearn spacy
IDT Telecom Managed Services,idt provides continued support processing former mci telecommunication telecom usa prepaid card
rTS,rts traceability system fullstack product suite empowers see deeply supply chain real time anywhere world easytouse scalable solution used individually together seamless whole support comprehensive supply chain traceability visibility datagathering strategy secures aligns accelerates operation
STRIVR Training Solution,strivr transforms way company train develop employee using virtual reality simulate realworld onthejob situation enhanced learning
IPREO,leading provider primary newissuance solution investor participant global capital market enabling client execute deal efficiently manage flow create single source truth support portfolio monitoring analytics reporting
GPTW Platform,access gptw proprietary trust survey access reporting employee experience
ABC Lease,abc lease optimization software flagship product renowned optimizing intricately structured financial transaction comparing financial alternative support many type analysis including leveraged direct lease partnership inverted lease operating lease lease versus buy selllease back versus retain project finance debt revenue optimization securitization portfolio analysis accuty analytics
Innowera Software,leading global software provider empowering user agile management productivity tool make sap system easier every user
Power Tax,provides enterprise software solution company develops support maintains budgeting project asset depreciation lease property tax income tax software solution
eSignature,subscription based online electronic signature document management docusign offer esignature way sign electronically different device
Toolkit,activepdfis leading global provider serverside pdf automation digital transformation tool enable ability create convert modify view
Adobe Sign,adobe sign cloudbased esignature service allows user send sign track manage signature process using browser mobile device part adobe document suite
Experience Manager (AEM),adobe experience manager aem comprehensive content management building website mobile apps form make easy manage marketing content asset
ActiveBatch,activebatch workload automation job schedulingsystem integrates application standalone task process script across different computing environment give user centralized view operation project organizational enterprise level
Target,adobe target personalization make easy identify best content test easy execute deliver right experience right customer
Finance Solution,anaplan leading planning performance management smart business anaplan combine unrivaled planning modeling engine predictive analytics collaboration one simple interface user
Configure Price Quote (CPQ),apttusprovides categorydefining quotetocash software delivering cpq contract management ecommerce revenue management conga company
FAXCOM Server,biscoms faxcomsuite provides collection management tool software facilitate automate user management fax server administration inbound outbound rule policy process workflow
Bonita Platform,enterprise edition bonita address core critical process automation use case edition add additional capability bonita community secure scale monitor continuously improve process automation project bonita enterprise edition bundled subscription provide full project lifecycle support development operation
Automic,theautomicsolution youcanrapidly integrate process single comprehensive workload automation strategy shared dev ops ca automic workload automation give agility speed visibility scalability needed respond constantly changing technology landscape manage complex workload across platform erp system apps mainframe microservices automating manual step within processing integrating workflow task across agile traditional team
Productivity Accelerator,ca productivity accelerator powerful technology help organization efficiently deploy maintain upgrade software covering complete application life cycle includes design implementation user readiness training along post golive performance support user working live system
Singleview,formerly intec billing inc singleview realtime charging billing customer care designed ground converged market bc bb bbx model singleview remove expense risk often seen typical billingcrm integration program
Leasenet,lease contract management software
Costpoint,costpoint isan erp fromdeltekdesigned government contractor simplifies projectbased billing revenue recognition expense management compliance
GovWin IQ,state local education sled market made government opportunity worth trillion spending rise opportunity abundance many state locality business using tool like govwin iq take advantage develop public sector sale strategy govwin iq support vendor involved state local government contracting enabling identify project well bid rfp released pursue deal faster databacked confidence plan strategically compete win sled market
DesignPro Tools Plus,designprois next generation ofelixirsuites new improved tool creating editing print resource designing document print resource page layout created edited easy use graphical window environment designpro tool plus provides visual interface enables designer create edit form font image resource document produced afp xerox production printer concurrent licensing enables multiple user single license
Factset Digital,instant access market trend company industry intelligence performance
GXS Suite,gxs provides businesstobusiness integration ondemand supply chain integration synchronization collaboration solution
Exstream,opentext exstream designed omnichannel customer communication management ccm transforming regular customer communication highly personalized engaging customer experience exstream leverage existing content within organization deliver communication customer preferred digital print channel screen size device exstream multichannel customer communication management ccm empowers make every customer touch point creating insightful impactful realtime customer communication exstream product also includes b swm renewal proforma output sorting bundling node locked production maint portable document format pdf output
RightFax,rightfax scalable fax server meet need size organization key benefit include increase productivity allowing user fax directly application workstation shorten cycle speeding document delivery integrating workflow
Vendor Invoice Management,opentext vendor invoice management solution industry leading invoice management processing integral part sap vendor invoice management sap solution includes preconfigured rule role action fully automate invoice receipt posting vendor invoice management solution go beyond finance cover order confirmation delivery note sale order remittance
Extended ECM,integrate content lead application bridge content silo expedite information flow expand governance includes prime protect program fee opentext extended ecm content transparently integrated leading application sap shana sap successfactors salesforce microsoft office processdriving software ecm integration content bridge content silo intelligently automates process allow information flow effortlessly across application
Business Monitor,ibm monitorprovides detailedbusinessactivitymonitoringto help improvebusinessagility offer customizable dashboard notification alert provide near realtime visibility intobusinessoperations transaction process betterbusinessinsights
Content Manager OnDemand (CMOD),ibmcontent manager ondemandsolution automatically capture store high volume document including xml set outbound statement internal production report
Content Manager,provide ecm support zosibm content managerforibmzos scalable ecm provides integratedcontentmanagement feature type ofcontent including image document rich medium
Decision Center,ibms rule management system brms
Enterprise Records,ibm enterprise recordsprovides content process connectivity help maintain provide arecordof compliance electronic physicalrecords
FileNet Content Manager,ibm filenet content manager flexible fullfeatured content management help enable creation innovative application govern enterprise content automatically extract insight unstructured content dissolve content silo
CloudSuite Workforce Management,infor cloudsuite workforce management wfm leadingedge comprehensive modern strategically enhances workforce planning execution analysis infor workforce management comprehensive aligns labor management corporate strategy
Sales and Operations Planning,jda software software consultancy company specializes selling supply chain management product business name changed blue yonder
Workforce Central Workforce Integration Manager (WIM),kronos workforce central isa fullservice suite designed meet need business size regardless industry facilitates management entire team driving employee engagement bolstering process
Workforce Dimensions,kronos dimension workforce management provide forecasting scheduling time capture analytics communication wireless retail store engagement receive desktop mobile
Inventory Planning and Optimization,logility supply chain management software provides advanced analytics optimized planning enable gain competitive advantage integrated planning demand optimization inventory optimization integration master management
OnBase,onbase hylands flagship product single enterprise information designed manage content process case onbase centralizes important content one secure location delivers relevant information need wherever increase productivity deliver excellent customer service reduce risk across entire enterprise vendor name ap transaction databank imx llc
AnyDoc,anydoc powerful automated capture product leveraged alongside onbase rd party content repository anydoc organization automatically identify capture incoming document streamline key process ensure accurate information get need quickly possible
Service Manager,service manager scalable service desk software powered machine learning analytics automation proven integrated easy use provides powerful itsm standardizing service delivery support across enterprise
Dynamics GP,microsoft dynamic line enterprise resource planning customer relationship management software application dynamic gp midmarket accounting enterprise resource planning erp software package us microsoft sql server store written dexterity programming language part microsoft dynamic suite intelligent application
Metasolv,metasolv ms provides endtoend service fulfillment communication service provider including order management inventory management service activation use ms create service request define product offering design network system provision manage inventory equipment connection ip address telephone number network
PeopleSoft,peoplesoft erp integrates human capital management hcm financial management supplier relationship management enterprise automation supply chain management campus solution module
Case Management,case management softwarebased approach helping people accomplish daily work automating work endtoend central concept lowcode automation case epicenter used manage task outcome related subcases goal completing journey delivering outcome
EngageOne Designer,designer generate provide integrated environment designing publishing personalized customer communication
GeoTAX,geotaxis easytouse web application help vendor taxable good instantly ass local tax rate
Poppulo,poppulo mobileensures reach employee even diversified workplace use ofpoppulos mobileapp employee remain connected wherever work whenever want poppulo help create clarity employee need drive outcome industry personalized datadriven communication
Reflectview,cornerstone nearly year reflectview trusted digital signage many america top company reflectview successfully delivers content screen daily reflectview enables seamless operation management vast digital signage network
DocuWare,docuwaredocument control system enables size organization transform document valuable information move forward
Auto Store (NSI File Import),nuance autostore ricoh capture paper electronic document almost source process variety format share information immediately via wide range line ofbusiness application email ftp site network folder archive document management system
AFP2PDF Plus,enables customer transform powerful advanced function presentation afp stream webready electronic pdf document
Hana Enterprise Cloud,sap shana highperformance analytic appliance sap erp large enterprise sap stand system application product processing sap definition also name erp enterprise resource planning software well name company sap system consists number fully integrated module cover virtually every aspect management erp subscription hec hana enterprise
Hana Enterprise Cloud,sap shana highperformance analytic appliance sap erp large enterprise sap stand system application product processing sap definition also name erp enterprise resource planning software well name company sap system consists number fully integrated module cover virtually every aspect management erp subscription hec hana enterprise
SPSLE,support large enterprise support nsap vsap
Seal,seal software provides better way find answer continually improve outcome seal helping company solve problem across wide range use case strategic initiative tactical project seal provides faster time value manual process traditional contract management tool alone
Sharegate Migration Tool,migrate upgrade version ofsharepointwithsharegatedesktops powerfulsharepointmigration tool migrate file sharessharepointsharepointonline box google drive move content betweensharepointsites tenant unlimited
ROC Revenue Assurance (Moneta),roc revenue optimization center revenue assurance subex simpli e highly complex revenue assurance domain introducing two path breaking concept revenuepad zen
Managed File Transfer (MFT),tibco managed file transfer let consolidate organization file transfer process single secure centrally managed mft system support file transfer system application aa file transfer partner bb
Enterprise Workforce Management (WFM),verint enterpriseworkforce management webbased planning forecasting scheduling work well asmanagingresources process across enterprise contact center branch backoffice operation verint enterprise workforce management provides unified application designed specifically help organization gain visibility effectively manage work perform activity people perform process used accomplish replaces qfiniti formerly open text nexidia nice clarabridge
SEC Reporting Tool,workivaprovides centralized connects people process increase efficiency reduce risk insec reporting
EPM Maestro,epmmaestrosuite unique product set developed complement oracle hyperion financial management hfm
Drawloop DocGen,nintex drawloop docgen salesforce nocode document generation appexchange draganddrop designer interface make easy salesforce admins coding experience build automated solution existing manual document creation task
Camunda Platform,rule decision modeling notation dmn
Coursera,coursera totally comprehensive adult education offer everything music art philosophy computer security software development computing mechanical engineering astronomy
iGrafx,process management bpm provides single point entry enterprisewide accessibility adoption help manager access updated dashboard view realtime performance igrafx address many aspect enterprise architecture modeling used creating enterprisewide modeling igrafx model enterprise landscape architecture resource align strategy goal enable risk compliance management
SinglePoint,singlepoint delivers promise researchdriven competitive advantage making information easy find use custombuilt enterprise knowledge management seamlessly integrates enables fulltext search research resource create invaluable market researchcompetitive intelligence portal
Pazien analytics platform,payment analytics automatically gather processor gateway order management break number pazien acquired fis
PleaseReview,pleasereview missioncritical application support proposal compliance quality pleasereview provides significant value term streamlining quality validation process proposal contract modification review reducing time take process inbound outbound review document week minute new company name ideagen technology
Qvidian,qvidian proposal automation software blackboard global rfp team used respond strategic sale proposal approved via internal stakeholder
Workday Enterprise Cloud,workday cloudbased software vendor specializes human capital management hcm enterprise resource management erp financial management application
Activ Absence,cloudbased staff holiday planning absence management software provided based staff worldwide workforce management tool
TAP Workflow Automation,nocode automation software transform highvolume workload streamlined workflow thinkmart automation tap
Visualize ROI,visualizeroi enables value communication interactive roi calculator tco tool value selling tool erealinvestor webbased suite financial analysis software residential real estate investor professional advisor
RFP Response,loopio cloudbased request proposal rfp suitable midsize large business primary feature include content management content library team collaboration import export advanced search never choose quality speed deliver best proposal hit deadline loopios rfp response software rfps security questionnaire ddqs
Avalara AvaTax,improve compliance reduce risk spend le time managing sale tax change easily plug many application already use see integration autoconnect work w current software endtoend compliancavalaras avatax service used calculating transactional tax sale good including sale use value added tax
SHIBUMI,shibumi cloudbased enterprise app providing work management collaboration performance measurement business used create track analyze portfolio value management project program within organization
Fusion Cloud Enterprise Performance Management (EPM),oracle fusion enterprise performance management epm help model plan across finance hr supply chain sale streamline financial close process drive better decision
Enterprise Data Management (EDM),oracle enterprise management edm provides u central change management enables u align enterprise hierarchy single location distribute operational financial reporting system
360 Cloud,apps automates recurring invoice electronic payment renewal directly netsuite
MoveIt,progress moveit leading secure managed file transfer mft software provide complete visibility control file transfer activity whether deployed asaservice premise moveit enables organization meet compliance standard easily ensure reliability core process secure transfer sensitive partner customer user system progress formerly ipswitch
GovernX,governx give power manage entire portfolio contract continuously monitor evaluate performance risk issue integrating seamlessly financial procurement application advanced analytics automation
ABS Suite Plus,moody analytics ab suite comprehensive structured finance administration handle complex structured finance issuance requirement
eDOCS,opentext edocs flexible collaborative enterprise content management ecm system designed support need law firm corporate legal department professional organization
MaxSecure,sap national security service inc support contract
Certification Hub,certification hub provides option schedule maximum exam booking month subscription period subscription valid exam available booking certification hub
Service Cloud,sap application provides wide range managing process application logic layer application security software release performance integration subscription sap service c sale service test tenant testing environment sap service test tenant additional
Enable Now,provides inapplication help elearning content user sap companion service interface sap enable deliver assistance intelligently
Enterprise Resource Planning (ERP),enterprise resource planning erp software system help run entire supporting automation process finance human resource manufacturing supply chain procurement fla flexible license agreement
Learning Hub,sap learning hub digital learning support learner build maintain sap software skill provides online collaborative handson expertled training upskill across sap portfolio
BinBase,binbasecom provides merchant solution reducing credit card loss offer law enforcement agency support bank identification number information
Cashflow Management Platform,tesorio combine transactionlevel predictive ai human adjustment youll never waste time building direct method forecast easily view create adjust forecast deliver critical cash insightsand make better decision faster
DNA Advantage,cisco dna advantage delivers policybased automation sd access monitoring cisco dna assurance customer need buy ise base ise plus stealthwatch enable cisco dna use case cisco dna premier delivers policybased automation sd access cisco dna assurance enhanced security
DNA Advantage,cisco dna advantage delivers policybased automation sd access monitoring cisco dna assurance customer need buy ise base ise plus stealthwatch enable cisco dna use case cisco dna premier delivers policybased automation sd access cisco dna assurance enhanced security
T-RECS,quickly painlessly prepare reliable financial statement automated endtoend account reconciliation
Alfabet,enterprise architecture ea tool allow organization examine need impact change capture interrelationship interdependency within ecosystem partner operating model capability people process information application technology provide central repository capture metadata artifact enterprise care related life cycle model represent relationship artifact treated asset help describe shape future enterprise ea tool help investment decision broader enterprise model combined operational performance help improve outcome shape construction ongoing development digital platform
LeanIX,enterprise architecture ea tool allow organization examine need impact change capture interrelationship interdependency within ecosystem partner operating model capability people process information application technology provide central repository capture metadata artifact enterprise care related life cycle model represent relationship artifact treated asset help describe shape future enterprise ea tool help investment decision broader enterprise model combined operational performance help improve outcome shape construction ongoing development digital platform
Abacus,enterprise architecture ea tool allow organization examine need impact change capture interrelationship interdependency within ecosystem partner operating model capability people process information application technology provide central repository capture metadata artifact enterprise care related life cycle model represent relationship artifact treated asset help describe shape future enterprise ea tool help investment decision broader enterprise model combined operational performance help improve outcome shape construction ongoing development digital platform
ADOIT,enterprise architecture ea tool allow organization examine need impact change capture interrelationship interdependency within ecosystem partner operating model capability people process information application technology provide central repository capture metadata artifact enterprise care related life cycle model represent relationship artifact treated asset help describe shape future enterprise ea tool help investment decision broader enterprise model combined operational performance help improve outcome shape construction ongoing development digital platform
ARDOQ,enterprise architecture ea tool allow organization examine need impact change capture interrelationship interdependency within ecosystem partner operating model capability people process information application technology provide central repository capture metadata artifact enterprise care related life cycle model represent relationship artifact treated asset help describe shape future enterprise ea tool help investment decision broader enterprise model combined operational performance help improve outcome shape construction ongoing development digital platform
Capsifi,enterprise architecture ea tool allow organization examine need impact change capture interrelationship interdependency within ecosystem partner operating model capability people process information application technology provide central repository capture metadata artifact enterprise care related life cycle model represent relationship artifact treated asset help describe shape future enterprise ea tool help investment decision broader enterprise model combined operational performance help improve outcome shape construction ongoing development digital platform
Hopex,enterprise architecture ea tool allow organization examine need impact change capture interrelationship interdependency within ecosystem partner operating model capability people process information application technology provide central repository capture metadata artifact enterprise care related life cycle model represent relationship artifact treated asset help describe shape future enterprise ea tool help investment decision broader enterprise model combined operational performance help improve outcome shape construction ongoing development digital platform
Enterprise Architect,enterprise architecture ea tool allow organization examine need impact change capture interrelationship interdependency within ecosystem partner operating model capability people process information application technology provide central repository capture metadata artifact enterprise care related life cycle model represent relationship artifact treated asset help describe shape future enterprise ea tool help investment decision broader enterprise model combined operational performance help improve outcome shape construction ongoing development digital platform
Jalepeno,capsifis jalapeno cloudbased modeling strategic planning transformation strategy execution dynamic integrated model establish contextual relationship fragmented view innovation transformation scope program delivery dynamic rolebased dashboard provide traceability alignment holistic insight reducing risk accelerating outcome cloudbased modeling support planning managing transformation conception governance execution enterprise architecture management eam tool allow organization examine need impact change capture interrelationship interdependency within ecosystem partner operating model capability people process information application technology provide central repository capture metadata artifact enterprise care related life cycle model represent relationship artifact treated asset help describe shape future enterprise ea tool help investment decision broader enterprise model combined operational performance help improve outcome shape construction ongoing development digital platform
Field Service,field service provides specialized functionality scheduling dispatching task field technician monitoring progress status task completion application full range debrief capability support call closure reporting time part expense associated execution task application also includes street level routing capability oracle advanced scheduler used conjunction spatial oracle spare management provides logistics inventory planning feature preventative maintenance module included planned work
I Controller,activation fee rf id fios vehicle real time visibility vehicle asset tracking system inventory control truck certain type material year warranty per vehicle pricing locked help make decision inventory need go iconnect device allow track item bluetooth rfid tag rtlsgps tag allow track item satellite lte network
IT Service Managment Professional,servicenow ticketing tool process catalog customer service request
Helix,bmc helix formerly remedy ticketing tool many feature way track ticket requestconfigurationincidentseverity issue problem managementcode changestool fault change managementsome planned deployment etc bmc helix custom application prem concurrent user license formerly known remedy custom application concurrent user license eso
Operations Orchestration (OO),micro focus operation orchestration oo software automates simple task auto archiving complex task disaster recovery planning provides mean automate process include managing provisioning virtual infrastructure
Enterprise Architecture Management (EAM),leanix back enterprise architecture leverage technology make decision manage change outcomedriven approach flexible best practice model foundation meet future challenge
"Tririga, bridge content and subscription",intelligent real estate facility management smart application iot ai tririga help unlock key information insight giving greater visibility space facility utilization occupant experience capital project lease administration accounting
Facility & Project Center,software focused real estate facility life cycle including transaction management lease administration space optimization
Property Shark,yardi voyager webbased fully integrated endtoend mobile access larger portfolio manage operation execute leasing run analytics provide innovative resident tenant investor based property management accounting commercial residential entity
SIMMS Online platform,industry leader advanced real estate forecasting analytics forum analytics build customized solution validate instinct using science understand revenue driver predict performance take proactive approach market planning site selection simms turnkey enterprise mapping reporting modeling combined robust mining solution simms help make realtime datadriven decision real estate marketing assortment strategic initiative
Officespace Core Platform,officespace software cloudbased help organization allocate workspace officespace manages employee move well tracking room cubicle space plus related asset like phone computer copier
Conga Composer,every step revenue lifecycle management requires personal customized document proposal quote contract renewal everything automatically create document single click using conga composer send accurate consistent communication directly populated elevate brand delight customer appextremes dba conga
ASC Client Solution,asc network inc asc company enables asc partner customer deliver tailored branded enterprise contract document form cpq lifecycle management solution used generate capture manage contract document form configuration pricing quoting information associated document client
Iron Mountain Managed Services,iron mountain provides solution record management backup recovery document management secure shredding center
Suplari Spend Intelligence Solution,suplari analyzes procurement spending flowing various enterprise system provide recommendation cost saving risk exposure efficiency gap software serf alternative compiling app excel tableau team analyst comb information
Alfabet,alfabet us stateoftheart ai technology deliver powerful strategic portfolio management spm spm growing discipline enables glean businessrelevant insight ea portfolio provide insight stakeholder using commonlyused collaboration platform another innovation alfabet alfabet constantly evolving best facilitate collaboration required good digital transformation
Calendly Platform,calendly app scheduling appointment meeting event goal eliminate problematic backandforth trying nail time rather email chain phone tag send availability calendly link even people booking time dont use calendly
iManage,industry leading document management software access work anywhere device based document email management system
Jellyfish Engineering Management platform,jellyfish cloudbased engineering management designed align engineering decision key objective jellyfish automates collection provides metric help engineering leader measure performance using evidencebased insight jellyfish integrates tool like jira github automatically surface insight designed help engineering leader understand team working invested strategic goal performing daytoday metric
Tax Accelerator,vertex indirect tax accelerator sap provides enhanced capability global tax automation insight greater control sap vertex integration tax process advanced decisionmaking opportunity improved reporting reconciliation visibility
"Governance, Risk and Compliance",reporting vendor risk issue consistent assessment remediation process automated assessment procedure vendor risk management application provides centralized process managing vendor portfolio completing vendor assessment remediation life cycle also integrating grc application provides traceability compliance control risk
"iConectiv - TruOps, TruNumber",used provide network operation management numbering registry fraud prevention solve communication problem support complex operation mission system interoperability issue product part trunumber enable service provider seamlessly transfer phone number one service provider another improve network planning insight combat phone fraud powered trunumber provide positive customer experience driving revenue growth operational efficiency truops help ensure access critical provides key insight help better control inventory reduce capex improve network planning ensure accurate call routing rating billing
Boardwalk Application Engine (BAE),boardwalk application engine bae enables build enterprise quality purposebuilt application ranging simple resource planning complex multiparty blockchain application many different industry using bae company scale secure integrate existing spreadsheet based process create entirely new application utilizing baes patented digital ledger management technology boardwalk app engine transforms excel allowing enable rapid collaboration apps connect apps enterprise system realtime aggregated visibility seasonal plan supply plan slice large amount time eliminate multiple instance collaborate global team automates multiple marketing application use role specific excel template driven boardwalk app engine
DocAve Manager,avepoints docavesoftware governance infrastructure management sharepoint docave software provides central delegated control one multiple sharepoint environment backup manage migrate sharepoint microsoft office file share
Eastland Engineering Managed Services,development support tcoms total circuit order management system system responsible collecting ordercircuit information providing local circuit provisioning network inventory management network engineering capability following product line converged packet access cpa u private line uspl metro private line mpl framepip idaide metro switched voice ethernet
TRIRIGA Application Platform,ibm tririga application provides organization graphical configuration tool rapidly configure application extend use value ibm tririga application provides underlying technology ibm tririga application includes administrator console document manager ibm tririga connector application integration external system linkage computeraided design cad application
Merrill`s Expanded Guide (MXG),merrills expanded guide mxg software comprehensive statistical analysis system sa based software package process system management facility smf record
Canadian CODE-1 Plus,canadian code plus product match canadian database provided canada post
CODE-1 Plus,codeplus casscertified address matching system improves address quality mail deliverability leading technology business provide accurate time delivery correspondence good eliminate operational cost associated misdeliveries
Finalist,finalist casscertified address validation program meaning quality address validation certified united state postal service usps minimizes undelivered mail standardizing correcting address element appending postal code matching result usps reference using finalist customer ensure accurate ontime delivery correspondence good reducing cost undelivered mail finalist also streamlines enrichment
GeoStan US,geostan us two primary source perform function street network database acquired one several premium vendor u census bureau u postal service zip directory file return standardized address containing street address city state complete zip corrected usps standard geocoded address contains address found geocode database well item latitude longitude census block detailed match code also returned process
VeriMove,verimove certified interface usps national change address ncoa link system verimove update mailing list usps change address coa ensure timely accurate mail delivery
World Boundaries,world boundary premium provides comprehensive coverage global administrative geography combined geographic depiction land use disputed territory postal zone offer single global package aggregate worldwide administrative boundary obtained multiple source single product single file table structure ease use
CCMI,providing specialized intelligent telecom solution contentrich resource communication service provider enterprise market simplify compliance help customer learn comply succeed providing missioncritical regulatory information analysis tool
Drools,rule dmn drool collection tool allow u separate reason logic found within process
EVE-NG Pro,eve emulated virtual environment network security devops professional eveng pro ready today itworld requirement allows enterprise elearning providerscenters individual group collaborator create virtual proof concept solution training environment eveng pro first clientless multivendor network emulation software empowers network security professional opportunity networking world clientless management option allow eveng pro best choice enterprise engineer without influence corporate security policy run completely isolated environment
Wirelytics Managed Services,monitoring customer flow detail record categorizing fdr category based customer usage
dcTrack,center infrastructure management dcim software new class software give center operator ability run efficient center operation improve center infrastructure planning design typically replaces excel visio home grown database dcim software bridge information across organizational domain center ops facility maximize utilization center
Zerto Enterprise Cloud Edition,enterprise edition ece delivers management administration orchestration disaster recovery backup alwayson local replication hpe company
Registration Managed Services,american registry internet number arin primary nonprofit corporation manages registration numerous block ip address north american internet service provider isps specifically u canada antarctica many island caribbean
Civil 3D,civil civil infrastructure design documentation software civil used plan design deliver land development water transportation project
Bentley Enterprise,geospatial software digital city efficiently document model asset geospatial environment opencities map product seamlessly intuitively integrate common spatial database including oracle spatial sql server spatial postgresql postgis esri fgbd arcgis server online
CapStorm,capstorm selfhosted salesforce management proven assure enable govern salesforce capstorm enables salesforce replicated center aws azure gcp environment near realtime pointintime salesforce restore streamlined including unlimited level salesforce relationship precise recovery point objective
HyperIQ,view system health performance usage gain operational insight cloudian hyperiq monitoring predictive analysis tool view across cloudian environment including storage networking set threshold alert highlight potential issue identify corrective action within single site across multiple location hyperiq give realtime insight
ConnectBase,connectbase bb saas go market connectivity industry connected world transforms network buying selling use location intelligence powering automated application order help buyer seller reach better deal faster
