Product Name,Cleaned Description
VMWARE - My Workspace Advanced Edition,workspace one enterprise perpetual perpetualonly option includes features advanced edition adds ability users access virtual apps desktops horizon workspace one obtained two different ways cloud subscription service purchased perpetual license onpremises ingram micro amplifies value position intersection thousands vendor reseller retailer partners customizing delivering highly targeted applications industry verticals business business customers commercial needs
Neo4j,neoj graph database management system provides acidcompliant transactional database native graph storage processing
Local Number Services (LNS),airlinq accelerating development deployment large scale connected applications around smart mobility ecosystem monetization automakers mobile network operators consumers around world
CloudSIM,globetouch cloudsim platform provides connectivity form physical sim soft sim e sim common cellular technologies location world
Patch Manager,solarwinds patch manager makes easy perform rdparty patch management across tens thousands servers workstations enables leverage extend capabilities microsoft wsus sccm report deploy manage rdparty patches well microsoft patches
PolicyNet Aetheros OS (Operating System),aos enables simplifies rapid development deployment management distributed mm applications available linux leading rtos kernels support leading networking communications protocols company offers platform streamlines machinetomachine communications providing application developers library network applicationlevel services enabling secure communications efficient internetworking things aos available partners bundled iot lte modules iot nics iot edge server hardware products aos commercially available leading g g lte networks throughout world advanced metering infrastructure ami distribution monitoring control dmc software applications support missioncritical revenue metering utility distribution network operations
Spanish Directory Assistance,wimactel north american telecommunications full service call centre company providing personnel process spanish directory assistance da
TeamForge,teamforge integrates software configuration management scm continuous build test issue tracking project management lab management collaboration tools single webbased application lifecyle management platform empowers distributed teams deliver great software
Portworx,portworx distributed block storage used cloud computing provides high availability redundancy mobility
Caller Verification Solution,sevis systems leading provider mobile backhaul enhanced signaling solutions mobile fixed line network operators several worlds largest operators rely sevis products increase operational efficiencies enable new services spoofed calls robocalls fraudulent calls malicious mobile identities lead broken trust increased operational cost lost revenue undesirable customer experiences sevis managed call verification services deliver improved customer experiences improved operational efficiencies new revenue generating opportunities
AWS,amazon web services aws secure cloud services platform offering compute power database storage content delivery functionality help businesses scale grow
CloudFront,amazon cloudfront content delivery network cdn service helps distribute static dynamic content quickly reliably
CloudWatch,monitor key metrics logs visualize application infrastructure stack create alarms correlate data understand resolve root cause performance issues aws resources apm
CloudWatch Events,amazon cloudwatch events delivers near realtime stream system events describe changes amazon web services aws resources
CloudWatch Logs,cloudwatch logs enables centralize logs systems applications aws services use single highly scalable service
DMS,aws database migration service aws dms helps migrate data databases onpremises amazon relational database service rds
DynamoDB,amazon dynamodb fully managed nosql database service supports keyvalue document data structures part amazon web services portfolio
Elastic Container Registry (ECR),amazon elastic container registry amazon ecr aws managed container image registry service
Elastic Container Service (ECS),amazon elastic container service amazon ecs highly scalable container management service offered aws
Elastic Kubernetes Service (EKS),amazon eks managed kubernetes service run kubernetes aws cloud onpremises data centers
Elasticsearch Services - Cloud,opensearch distributed communitydriven apache licensed opensource search analytics suite used broad set use cases like realtime application monitoring log analytics website search previously forked elastic search
EMR,amazon emr cloud big data solution petabytescale data processing interactive analytics machine learning using opensource frameworks apache spark apache hive presto
Kinesis,amazon kinesis enables collection processing analysis realtime streaming data get timely insights react quickly new information amazon kinesis ingest realtime data video audio application logs website clickstreams iot telemetry data machine learning analytics applications
Lambda,aws lambda serverless eventdriven compute service lets run code virtually type application backend service without provisioning managing servers trigger lambda aws services software service saas applications pay use
Neptune,amazon neptune fully managed graph database service allows users build run applications work highly connected datasets
Personal Health Dashboard - Cloud,aws health dashboard single place learn availability operations aws services view overall status aws services sign view personalized communications particular aws account organization account view provides deeper visibility resource issues upcoming changes important notifications
PrivateLink,aws privatelink provides private connectivity virtual private clouds vpcs supported aws services onpremises networks without exposing traffic public internet
RDS,managed relational database service mysql postgresql oracle sql server mariadb
Redshift,amazon redshift fully managed petabytescale data warehouse service cloud uses sql analyze structured semistructured data across data warehouses operational databases data lakes
S3,amazon amazon simple storage service service offered amazon web services provides object storage web service interface
s3 Glacier,lowcost archive storage cloud
Simple Notification Service (SNS),amazon sns managed messaging service communication allowing messaging decoupled microservices applications directly users sms email
Simple Queue Service (SQS),managed message queues
Snowball,snowball petabytescale data transport solution uses secure appliances transfer large amounts data aws cloud
Storage Gateway,hybrid cloudonpremises storage integration
Cassandra,apache cassandra distributed wide column store nosql database management system designed handle large amounts data across many commodity servers providing high availability single point failure
Kafka,kafka open source distributed event streaming messaging system facilitates asynchronous data exchange processes applications servers
Vertices,vertices backup recovery tape management tool enables management movement location retention backup tapes throughout entire organization
DB2 / AMI  Product Set,bmc data management solutions db zos transform management databases administration performance backup recovery solutions designed meet scale complexity digital business db ami cmf product set
IMS Product Set,bmc data management solutions ibm information management system ims easytouse database transaction management solutions reduce mainframe costs prevent outages
CA-1,ca tape management ca designed simplify unify management protection zos tape data sets volumes
Directory,ca directory directory application based x directory standards supports ldap v v internet protocol standards
Endevor,endevor integrated set management tools automating controlling monitoring mainframe software development lifecycle endevor used maintain software applications track versions
MF Utilities,ca mainframe utilities
Remote Control,ca remote control remote desktop control software action taking control remote computer happens foreground therefore full view end user
Vantage,ca vantage storage resource manager ca vantage provides centralized monitoring policybased automation storage resources designed maximize use existing storage resources ensure protection high availability applications business information
Enterprise Network Compute System (ENCS),enterprise network compute system encs line compute appliances designed cisco sdbranch enterprise network functions virtualization enfv solution delivers new standard softwaredefined flexibility performance offers low total cost ownership tco
SmartNet,cisco smartnet service technical support service gives staff direct anytime access technical assistance center tac engineers cisco resources
MR-Win6530,mrwin terminal emulation package provides microsoft windows users secure powerful intuitive access hpe nonstop ibm unix systems
CommuniGate Pro,communigate pro provides integrated platform collaboration im email file share realtime voip video instant messaging white boards communications ipv ipv networks
Commvault,commvault backup recovery provides enterprisegrade protection recovery virtual machines containers databases applications including cloud endpoints files
FDRPAS/FDR/FDRABR,fdrpas nondisruptive data migration facility move individual zos disk volumes entire dasd controller new hardware normal system operations without interrupting system activity swap shared dasd sharing systems simultaneously
WinZip,winzip file archiver compressor microsoft windows macos ios android
Crunchy Certified ProgreSQL,crunchy certified postgresql trusted open source postgresql optimized enterprise
DataStax (Cassandra),datastax database platform uses apache cassandra built performance availability demands web mobile iot applications gives enterprises secure alwayson databasethat remains operationally simple scaled single datacenter across multiple data centers clouds datastax inc data management company based santa clara california company builds one product also named datastax storage application uses apache cassandra
Delphix Platform,delphix engine virtualizes database infrastructure provide complete fully functional databases operate fraction space improved agility manageability performance masking capability delphix data platform represents automated approach protecting nonproduction environments replacing confidential information social security numbers patient records credit card information fictitious yet realistic data
InSync Cloud,druva insync service facilitates backup recovery data
NameSearch,namesearch experian data qualitys premier matching solution accurately efficiently identify duplicates within systems
Gluent Data Platform,gluent offload engine automates offloading data enterprise databases cloud native platforms
Apigee,apigee platform developing managing apis fronting services proxy layer apigee provides abstraction facade backend service apis providessecurity rate limiting quotas analytics
Contact Center Artificial Intelligence (CCAI),ccai isa google cloud service provides contact centers artificial intelligence better performance
Contact Center Artificial Intelligence (CCAI),ccai isa google cloud service provides contact centers artificial intelligence better performance
Domino,hcl domino notes server client names respectively provide business collaboration functions email calendars todo lists contact management discussion forums file sharing websites instant messaging blogs document libraries user directories custom applications
Hardware Support,hardware support
Command Suite,hitachi command suite integrated software suite efficient management virtualized storage server infrastructures lowers capital operational costs
Replication Manager,hitachi replication manager software allows users configure monitor manage onpremise remote storage systems mainframe
Aspera,ibm aspera facilitates transfer large datasets global wans httpswwwibmcomproductsaspera
Blueworx Voice Response,blueworx voice response enables scale speed support peak unpredictable call volume pay go pricing model pay number minutes consumed includes blueworx unified messaging voice response
CICS,cics stands customer information control system generalpurpose transaction processing subsystem zos operating system
Cloud Object Storage (COS),ibm cloud object storage service offered ibm storing accessing unstructured data object storage service deployed onpremise part ibm cloud platform offerings hybrid form
Connect:Direct,ibm sterling connectdirect provides securityhardened pointtopoint file transfers lessen dependency unreliable file transfer protocol ftp transfers
DB2,ibm db family hybrid data management products offering complete suite aiempowered capabilities designed help manage structured unstructured data premises well private public cloud environments includes zos analytics acc analytics accel warehouse pvu big sql performance management vpc optim cloud pak
DB2 Connect,ibm db connect connectsthe different applications enterprise mainframe provides application enablement communication infrastructure lets connect web microsoft windows unix linux mobile applications ibm zos
Global File System,ibm general parallel file system gpfs cluster file system means provides concurrent access single file system set file systems multiple nodes nodes san attached mix san network attached enables high performance access common set data support scaleout solution provide high availability platform
Information Management Systems (IMS),includes ims library integrity utilities verifies consistency ims database application resources across multiple libraries ims performance analyzer zos provides robust reporting engine accompanied multitude easy read consolidated reports
Informix,ibm informix embeddable highperformance database integrating sql nosql json timeseries spatial data designed analytics edge cloud premises lowfootprint database features selfmanagement automated administrative capabilities
Informix Storage Opt.,informix designed inventive compression technique storage optimization feature reducing size relational data using new technique informix compress data much efficiently usual compression techniques
Infosphere Data Replication,ibm infosphere data replication provides logbased change data capture transactional integrity support big data integration consolidation warehousing analytics initiatives scale provides flexibility toreplicate data variety heterogeneous sources targets
JBoss Enterprise Application Platform,jboss enterprise application platform jboss eap subscriptionbasedopensource java eebased application server runtime platform used building deploying hosting highlytransactional java applicationsand services developed maintained red hat
JBoss Web Server,jboss web server combines marketleading open source technologies enterprise capabilities provide single solution largescale websites lightweight java web applications
Linux Workstation,need product description
MfaaS,kyndryl formerly ibm mainframe service
MQ,ibm mq messaging queuing middleware pointtopoint publishsubscribe file transfer modes operation
Rational Synergy,ibm rational synergy taskbased software configuration management scm solution brings together global distributed development teams unified platform provides capabilities help software systems development teams work collaborate faster easier
Red Hat Linux Server,red hat enterprise linux server easytoadminister simpletocontrol operating system deployed physical systems selfsupport standard premium subscriptions cloud standard premium subscriptions guest widely available hypervisors
Red Hat Satellite,red hat satellite infrastructure management product specifically designed keep red hat enterprise linux environments red hat infrastructure running efficiently security compliant various standards
Resilient Storage,need product description
SmartCloud,ibm smartcloud enterprise agile computing infrastructure service iaas solution provides rapid access enterpriseclass sharedcloud environment call sharedcloud publiccloud optimized business size intended consumer use
Spectrum Storage Suite,repurposed spectrum protect spectrum storage suite gives unlimited access ibm software defined storage product portfolio licensing flat costpertb basis make pricing easy understand predictable storage capacity grows save percent compared licensing products separately nonproduction use software test environments included suite includes spectrum protect spectrum protect plus spectrum scale spectrum virtualize spectrum virtualize public cloud spectrum archive spectrum accelerate cloud obj storage spectrum discover
Spectrum Scale,ibm spectrum scale cluster file system provides concurrent access single file system set file systems multiple nodes nodes sanattached network attached mixture sanattached network attached shared nothing cluster configuration enables highperformance access common set data support scaleout solution provide high availability platform
Spectrum Symphony,ibm spectrum symphony software delivers powerful enterpriseclass management running compute dataintensive distributed applications scalable shared grid accelerates dozens parallel applications faster results better utilization available resources
Sterling B2B,sterling bb integrator platform supports highvolume electronic message exchange complex routing translation flexible interaction multiple internal systems external business partners
Transformation Extender,ibm transformation extender powerful transactionoriented data integration solution automates transformation highvolume complex transactions without need handcoding
Websphere,websphere application server software product performs role web application server specifically software framework middleware hosts javabased web applications
WebSphere Data Interchange for MultiPlatforms,websphere application server software product performs role web application server specifically software framework middleware hostsjavabased web applications
InfiniGuard,infiniguard offers unmatched speed reliability data backup restore capacity highperformance business continuity disaster recovery
Online Data Mobility (ODM),online data mobility odm enables nondisruptive workloads movement infinibox systems without downtime odm process integrated manged using host powertools
FDR,innovation data processing headquartered little falls nj leader enterprise storage management industry leading products fdr fast dump restore abr fdrpas fastcpk fdrsos fdrinstant fdrupstream fatsfatar iam
FDRPAS,innovation data processing headquartered little falls nj leader enterprise storage management industry leading products fdr fast dump restore abr fdrpas fastcpk fdrsos fdrinstant fdrupstream fatsfatar iam
Liaison Managed Services,liaison technologies inc provides informationtechnologysolutions company offers cloud computing data management security hybrid integration services manufacturing energy chemicals insurance communication sectors acquired open text
Linux Foundation Membership,linux foundation members help support development shared technology resources accelerating innovation open source leadership participation worlds successful open source projects
MacKinney Batch to CICS,mainframe utility mackinney batch cics puts control resources tools needed coordinate batch cics customer information control system flow mackinney batch cics mbc quickly send commands batch jobs cics regions coordinate file access dynamically enable disable programs transactions tdqs launch transactions send terminal messages mbc quickly send commands batch jobs cics regions coordinate file access dynamically enable disable programs transactions kick transactions send terminal messages
MariaDB,mariadb developed open source software relational database provides sql interface accessing data
Telenium,telenium advanced network management software package designed provide telecommunications cable government utility markets tools need keep network performing optimal levels
SingleStore Database (MemSQL),singlestoredb unifies transactions analytics single engine drive lowlatency access large datasets simplifying development fast modern enterprise applications
ArcSight Logger,arcsight logger delivers costeffective universal log management solution unifies searching reporting alerting analysis across type enterprise machine data unified machine data used compliance regulations security operations log analytics
Cloud Service Automation,hybrid cloud management unified solution multicloud management enabling design deployment management services hcm flexibly automates dynamic fulfillment wide range environments streamlined catalog using adaptive service designs master orchestrator hcm services include onpremise resources privatecloud public cloud software containers hcm features integrated application release orchestration devops cloud governance adjacent products support workload migration cloud mainframe solutions
Connect-It,micro focus connectit integration platform exposes technology infrastructure data common business objects
Connector,micro focusconnect tool used synchronize item relationship data variousmicro focussoftware change configuration management systems repositories clients
Data Center Automation Suite,micro focus data center automation dca automates compliance vulnerability risk management across multivendor server os databases middleware hybrid enterprise
ITSMA Suite,micro focus service management automation suite collection itsm tools software solutions ensures engaging enduser experience
Storage Essentials,storage essentialsis complete solution storage resource management solution gives comprehensive bigpicture view entirestorage dominion single pane glass
Storage Operations Manager,micro focus storage operations manager formerly hp storage operations manager enterprise class storage resource management solution extensive monitoring reporting storage environment including switches san storage systems nas systems
Asset Mgmt UCMDB,ucmdb software product micro focusthat generates maintains configuration management database information technology items includes mechanism automated discovery infrastructure components computers network devices
CoreCal,client access license cal suite single license provides use rights equivalent multiple licenses microsoft core cal suite encompasses four fundamental microsoft server products provide organization identity management directory services enterprise communication email calendar functions scheduling collaborative workspaces asset management core cal suite presents outstanding value cost savings customers looking extend capabilities microsoft windows microsoft office system platforms
MS SQL,microsoft sql server relational database management system developed microsoft database server software product primary function storing retrieving data requested software applicationswhich may run either computer another computer across network
Unified Support-Old,unified support agreement
Windows Enterprise OS E3,e subscription required elevate windows pro license windows enterprise license windows enterprise required use many security features windows bitlocker mgmt app locker device guard credential guard telemetry turned etc
Windows Remote Desktop Services,remote desktop services known terminal services windows server earlier one components microsoft windows allow user initiate control interactive session remote computer virtual machine network connection
Windows (OLD),windows microsoft operating system personal computers tablets embedded devices internet things devices
Windows Server Datacenter,windows server operating system bridges onpremises environments azure services enabling hybrid scenarios maximizing existing investments datacenter edition optimized largescale virtualization license allows one server run unlimited number windows server instances
Virtual Desktop Access (VDA),windows vda devicebased subscription license allow organizations create multiple desktops dynamically enable user access multiple virtual machines vms simultaneously move desktop vms across multiple platforms especially loadbalancing disaster recovery situations
DataPower Buddy (DPBuddy),datapower buddy dpbuddy automates administration management ibm datapower gateways includes configuration deployment testingverification backups checkpoints firmware upgrades log managementcollection monitoring
Data OnTap,netapp software data ontap essentials fas includes host software powerful performance efficient storage easy data management multipath io multistore flexshare storage qos ontap essentials fas provides high availability performance
SnapLock,snaplock licensebased diskbased openprotocol feature works application software administer nonrewritable storage data primary objective data ontap feature provide storageenforced worm retention functionality using open file protocols cifs nfs
UltraDNS,neustar ultradns enterprise grade cloudbased authoritative dns service securely delivers fast accurate query responses websites vital online assets
Virtual Desktop Infrastructure (VDI),nutanix vdi complete software stack unify hybrid cloud infrastructure including compute storage network hypervisors public private clouds
ONX Managed Services,managed services etc
Universal Data Access Drivers (UDA),openlink softwares drivers connectors odbc jdbc adonet drivers odbc high performing enterpriseready solutions connecting odbc data sources bit odbc jdbccompliant applications
Optanix Managed Services,cisco unified contact center enterprise ucce contact center solution designed medium large enterprise customers optanix platform comprehensive management solution used enterprise support teams global service providers manage largest complex cisco contact center deployments world
Active Data Guard,data guard provides comprehensive set services create maintain manage monitor one standby databases enable production oracle databases survive disasters data corruptions
Database Real Application Clusters (RAC),oracle rac cluster database shared cache architecture overcomes limitations traditional sharednothing shareddisk approaches provide highly scalable available databasesolutions business applications oracle rac key component oraclesprivate cloud architecture
Exadata Storage Server Software,oracle exadata database machine computing platform optimized running oracle database exadata combined hardware software platform
GoldenGate,oracle goldengate software product allows replicate filter transform data one database another database
MySQL,oracle mysql open source relational database designed fast scalable reliable
Oracle Cloud,oracle cloud cloud computing service offered oracle corporation providing servers storage network applications services global network oracle corporation managed data centers
Oracle Communications Network Software Premier Support,oracles comprehensive line communications software enables customers manage monetize explosive growth mobile data traffic multimedia applications oracle tekelecs combined global support services essential technical assistance telecom expertise leverage full potential communications networking software
Oracle Database,oracle database objectrelational database management system developed marketed oracle corporation
Solaris,solaris proprietary unix operating system
Spatial and Graph,oracle spatial graph includes high performance enterprisescale commercial spatial graph database analytics oracle database spatial features oracle spatial graph aid users managing geographic locationdata native type within oracle database
TimesTen,oracle timesten inmemory database inmemory relational database management system persistence high availability
Unified BPM,oracle bpm suite single comprehensive platform single designtime unified engine process case rules human tasks forms analytics integration suite provides support human collaboration improves process efficiency quality raising utilization throughput
Weblogic,weblogic server application server platform developing deploying multitier distributed enterprise applications weblogic server centralizes application services web server functionality business components access backend enterprise systems
Percona for MySQL,percona server mysql distribution mysql relational database management system created percona percona server mysql open source relational database management system free fully compatible drop replacement oracle mysql
Pivotal RabbitMQ,rabbitmq opensource messagebroker software originally implemented advanced message queuing protocol since extended plugin architecture support streaming text oriented messaging protocol mq telemetry transport protocols
PKZIP Server,pkzip file archiving computer program notable introducing popular zip file format
dotConnect for PostgreSQL,dotconnect postgresql enhanced data provider built adonet architecture development framework number innovative technologies offers complete solution developing databaserelated applications web sites state art orm solutions entity framework linqconnect introduces new approaches designing applications boosts productivity database application development postgresql powerful open source objectrelational database system uses extends sql language combined many features safely store scale complicated data workloads
Apache Hive JDBC Driver,apache hive data warehouse software project built top apache hadoop providing data query analysis hive gives sqllike interface query data stored various databases file systems integrate hadoop
Puppet,puppet open source software configuration management deployment tool commonly used linux windows pull strings multiple application servers also use puppet several platforms including ibm mainframes cisco switches mac os servers
Evergreen Storage,evergreen storage experience like saas cloud onpremises continuously delivers pure innovations software hardware youwithout disruption downtime data migrations
Foglight,foglight monitoring optimization solution hybrid enterprise provides performance monitoring deep diagnostic capabilities across servers virtual machines containers cloud offerings
SharePlex for Oracle,shareplex oracle simple lowcost data replication solution oracle databases
Spotlight on SQL Server,spotlight sql server enterprise software tool automates ms sql server performance monitoring diagnostics tuning device
Toad,toad database management toolset quest software managing relational nonrelational databases using sql
AltitudeCDN,altitudecdn common enterprise streaming infrastructure cesi optimize video virtually streaming platforms deployed within organization ramp holding acquired vbrick
Redis,redis open source bsd licensed inmemory data structure store used database cache message broker provides database management system marketed nosql open source software service using cloud computing tlicenses support contract imgevo project improve performance video demand also support ui rewrite efforts redis enterprise robust inmemory nosql database platform built people develop open source redis maintains simplicity high performance redis adding many enterprisegrade capabilities linear scaling hundreds millions operations per second activeactive georeplication local latency redis flash tier data across dynamic persistent memory solidstate disk ssd reduce total cost ownership fivenines uptime based builtin durability singledigitseconds failover
Rev-Trac,revtrac sap bolt tool useful transport r objects one environment another environment case multiple system landscapes revtrac holds various transport requests objects collected automate sap change management faster frequent safe delivery change revtrac platinum eliminates errorprone manual sap change processes provides control governance achieve agile devops continuous delivery objectives
Terminal Emulator,rocket terminal emulator formerly rocket bluezone provides anywhere access host systems broad set deployment options fit needs rocket terminal emulator web edition secure browserbased emulation pc tablet mobile device asg technologies acquired rocket
Mainstar Catalog RecoveryPlus,rocket mainstar catalog recovery plus cr provides easytouse flexible extremely powerful way centrally manage protect icf catalogs without impacting business applications asg technologies acquired rocket
BIS FileExchange,ensure secure continuous flow information across business networks seeburger business integration suite bis bis allows access data anywhere realtime enabling maximum process efficiency control onpremises cloud core platform includes managed file transfer mft secure transmission data systems andor people apieai connect applications cloud services real time bbediindustrystandard controlled exchange documents iotindustry integrate equipment systems devices business processes einvoicing predefined countryspecific regulations compliance reporting erpsap connection erp system seamlessly agile sap integration
Elastic Current,snaplogicsintelligent integration platform service delivers fast multipoint modern big data integrations
Adabas,adabas contraction adaptable database system nonrelational database orginially developed mainframe marketed use wider range platforms including linux unix windows primarily focused integrating legacy application modern architecture
CHARON-VAX /XM,charonvax creates virtual vax environment standard windowsbased host system charonvax creates virtualized replica original vax hardware allowing vaxvms operating system software remain working existing binary form
Linux Enterprise Server (SLES),suse linux computer operating system developed suse built top free open source linux kernel distributed system application software open source projects
Syncsort MFX,syncsort mfx offers highperformance sort copy join sort optimization features designed work zos operating system ibm mainframes spend zos zp saver suite
Syncsort UNIX,syncsort batch sort utility competes ibms dfsort current name syncsort written originally provide thenbetter sort one supplied ibm variousmainframe operating systems compatible ibms product
TAA Productivity Tools,taa productivity toolsis suite commands utilities complement enhance ibm worlds best midrange platform highqualitytoolshelp control manage system programs data
Topcom,topcom licensed software communications middleware software product communicates copies ericsson middleware tcipip network using transaction oriented protocol top
Teradata Platform,teradata fully scalable relational database management system produced teradata corp teradata database system based offtheshelf symmetric multiprocessing technology combined communication networking connecting symmetric multiprocessing systems form large parallel processing systems
Teradata Platform,teradata fully scalable relational database management system produced teradata corp teradata database system based offtheshelf symmetric multiprocessing technology combined communication networking connecting symmetric multiprocessing systems form large parallel processing systems
Messaging,tibco enterprise message service standardsbased messaging solution serve backbone soa providing java message service jms compliant communications across wide range platforms application technologies
TN3270,tn plus terminal emulator tn plus one widely used telnet terminal emulators tn plus used connecting windows pc ibm mainframes
Backup & Replication,veeam backup replication backup application virtual environments built vmware vsphere nutanix ahv microsoft hyperv hypervisor
NetBackup,netbackup enterpriseclass backup recovery suite provides backup functionality windows linux unix linux platforms purchased softbank
AirWatch,airwatch container app lets segregate corporate personal assets users ios android devices vmware airwatch provide reports user activity usage patterns admins use remotecontrol capabilities support troubleshoot mobile devices needed
vCenter,vcenter server centralized management utility vmware used manage virtual machines multiple esxi hosts dependent components single centralized location vmware vmotion svmotion require use vcenter esxi hosts
Workstation Pro,vmware workstation pro hosted hypervisor runs x versions windows linux operating systems enables users set virtual machines single physical machine use simultaneously along host machine
Streaming Engine,wowza live video streaming platform industryleading technology delivering broadcastquality live streamingto sized audience device
WebConnect,revive legacy applications instantly webenabling millions lines executable code systems automatically rejuvenating systems host applications easily sharing partners new users suppliers vital information systems contain
Enterprise Storage Platform,portworx modern distributed cloud native storage platform designed work orchestrators kubernetes software used dev environment portworx distributed block storage used cloud computing provides high availability redundancy mobility development environments used thingspace core verticals mmmc
Azure,azure cloud computing service created microsoft building testing deploying managing applications services microsoftmanaged data centers
CHARON-AXP,charonaxp creates virtual alpha environment standard windowsor linuxbased host system emulator allows customers quickly easily safely phase aging increasingly expensive dec hardware replace enterprisegrade virtual alpha environment industrystandard x platform
Bacula,bacula opensource enterpriselevel computer backup system heterogeneous networks designed automate backup tasks often required intervention systems administrator computer operator
Redis,redis inmemory data structure store used distributed inmemory keyvalue database cache message broker
API Integration Platform,cloud elements cloud api integration platform enables developers publish integrate aggregate manage apis unified platform
Flexential Managed Services,flexentials consultative approach data center solutions solving toughest challenges goes beyond four walls highly connected national data center platform
Rackspace Managed Hosting,rackspace managed cloud computing company aims make easy manage private public cloud deployments company largest managed cloud provider offering expertise across cloud platforms amazon web services microsoft cloud azure openstack
AppOps Test / Release,appops release automates timeconsuming errorprone deployments data new generation lowcode salesforce apps including cpq subscription billing bb commerce field service lightning
TileDB,tiledb universal data engine allows people access analyze share complex data tool tiledb provides database focuses universal storage data management rather compute layer
JAMF Pro,jamf pro apple device management solution used system administrators configure automate administration tasks macos ios tvos devices
Lockpath Keylight Platform,keylight platform helps organizations bring order chaos information governance compliance risk management security lockpath provider governance risk management compliance information security software keylight platform integrates business processes simplify risk management regulatory compliance challenges
EHS Platform,enablon north america corp provides sustainability performance management software solutions company offers corporate social responsibility reporting stakeholders relationship incentives donations management social reporting sustainable supply chain software solutionsenvironmental health safety platform manage report environmental performance operational risks associated business enablon businesses get comprehensive cloudbased environment health safety ehs management platform enables go fully sustainable
QXDM Professional,utility devices using qualcomm asics trial hardware allows test evaluate potentially diagnose issues rf performance mobile devices qxdm professional provides diagnostic client rapid prototyping new clients protocol packets utilizes graphical user interface display data transmitted subscriber station use qxdm professional capture monitor proprietary diagnostic logs messages events ashardware bring upsoftware integrationsoftware debug verification
Jira,var suite atlassian tools used manage software development life cycle messaging includes software tickets documentation jira software agile project management tool supports agile methodology scrum kanban unique flavor agile boards reports plan track manage agile software development projects single tool atlassian corporation enterprise software multinational develops products software development project management content management best known issue tracking application jira team collaboration wiki product confluenceatlassian stack bundle atlassians data center tools along server offerings atlassian customers already using tools good opportunity get everything single suite atlassian stack includes data center versions jira software bitbucket jira service desk confluence cloud overview products apps built top jira platform help teams plan assign track report manage work jira platform brings teams together everything agile software development customer support managing shopping lists family chores four products built jira platform jira software jira service desk jira ops jira core product comes builtin templates different use cases integrates seamlessly teams across organizations work better together jira proprietary issue tracking product developed atlassian allows bug tracking agile project management
Freehand,creative designer tool digital product design platform powering worlds best user experiences intuitive tools ideation design prototyping design management invision platform gives everything need digital product design one place
Workfront,projectresource management software automates repeatable workflows project planning tool scope prioritization scaling work across enterprise centralization projectswebbased work management project management software features enterprise work management issue tracking document management time tracking portfolio management
Centercode,centercode cloudbased customer validation solution helps businesses manage processes capturing client feedback using alpha beta delta tests key features include product reviews content management discussionsforums crowdsourcing customer segmentation data export
AirOn,rsp remote esim provisioning platform lifecycle management embedded sims
App Flash,device porting preload appflash devices appflash content discovery service uses power smartphone make life easier giving app movie music restaurant recommendations one place
Apkudo Managed Services,using hive device platform cloudbased smart devicetesting platform employ proprietary software hardware infrastructure automated execution interaction analysis large app workload number devices simultaneously company tests mobile devices use cases activities discover bugs refine user interface experience
Deque Worldspace,deque systems leading technology provider end end integrated web compliance solutions deliver accessibility quality privacy security
Bridger Insight XG,lexisnexis bridger insight xg fully integrated compliance platform enables organizations like consolidate compliance processes standardize controls bring enterprisewide operational consistency reduce complexity boost efficiency kyc processes accessing identity verification screening due diligence fraud prevention services single point entry consistent user experience
Quant Research Platform,advanced automated research platform answer questions business strategy product development product launch performance monitoring
Clarity PPM,clarity isa fullfeature enterprisegrade ppm platform fulfills large complexity use cases data model deep across demand management project management custom investment management resource management financial management program portfolio capabilities ca ppm formerly clarity ppm project portfolio management platform helps businesses effectively manage products people services finances
UFED Touch Ultimate,cellebrite ufed universal forensic extraction device touch ultimate isa fully equipped mobile forensic tool enables quick easy data acquisition mobile devices including cellphones handheld gps units tablets mobile platforms
InSync EndPoint,druva endpoint facilitates data protection end user endpoints backup restore compliance monitoring security uses
Mobile Endpoint Security (MES),lookout helps keep personal information private showing apps access location contacts messages identity information
